aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20110313003509I,13-MAR-11,COTTONWOOD,AZ,COTTONWOOD,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-B,NULL,NULL,GENERAL OPERATING RULES,NULL,74729,0,0,LYCOMI,O&VO-360 SER ,NULL,1,PRIVATE PILOT,732,577,NULL,NULL
20110313003809I,13-MAR-11,ORLANDO,FL,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,HUGHES,HU-269,HU-269-C,AIR ORLANDO FLIGHT SCHOOL,NULL,PILOT SCHOOLS,NULL,958CP,0,0,LYCOMI,HIO-360 SER  ,NULL,1,NULL,NULL,NULL,NULL,NULL
20110313003939I,13-MAR-11,UVALDE,TX,GARNER FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CITATION 500 I,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,45TL ,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20110313004089I,13-MAR-11,ORANGE,VA,ORANGE COUNTY,INCIDENT,MINOR,TAXI,PIPER,PA-28R,PA-28R-200,NULL,NULL,GENERAL OPERATING RULES,NULL,897EC,0,0,LYCOMI,I0360 SER    ,NULL,NULL,PRIVATE PILOT,400,220,NULL,NULL
20110313004419I,13-MAR-11,BUCHANAN,VA,SPRINGWOOD AIRSTRIP,INCIDENT,MINOR,LANDING: APPROACH,CALAIR,CALAIR-A,CALAIR-A-9A,NULL,NULL,GENERAL OPERATING RULES,NULL,8415V,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,PRIVATE PILOT,2528,600,NULL,NULL
20110313004939I,13-MAR-11,BURLINGTON,KS,COFFEY COUNTY,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-172,CE-172-E,NULL,NULL,GENERAL OPERATING RULES,NULL,3001U,0,0,CONT M,0-300 SER    ,NULL,1,PRIVATE PILOT,439,300,NULL,NULL
20110313005679I,13-MAR-11,EL PASO,TX,EL PASO INTL,INCIDENT,MINOR,TAXI,LANCAIR,LC-41,LC-41-550FG,NULL,NULL,GENERAL OPERATING RULES,NULL,403MC,0,0,CONT M,TSIO-550-C   ,NULL,NULL,PRIVATE PILOT,637,393,NULL,NULL
20110314002859I,14-MAR-11,WINTER HAVEN,FL,WINTER HAVEN'S GILBERT,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-35,BE-35-S35,NULL,NULL,GENERAL OPERATING RULES,NULL,17MA ,0,0,CONT M,IO 520 SERIES,N/A   ,1,PRIVATE PILOT,352,157,NULL,NULL
20110314003279I,14-MAR-11,PLANT CITY,FL,PLANT CITY,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-23,PA-23-250,NULL,NULL,GENERAL OPERATING RULES,NULL,54109,0,0,LYCOMI,TI0-540 SER  ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3300,20,NULL,NULL
20110314003299I,14-MAR-11,FITCHBURG,MA,FITCHBURG MUNI,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-182,CE-182-R,NULL,NULL,GENERAL OPERATING RULES,NULL,9341X,0,0,CONT M,O-470 SERIES ,O-470-,1,COMMERCIAL PILOT,9151,250,NULL,NULL
20110314004269I,14-MAR-11,ERIE,CO,ERIE MUNICIPAL,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-C,NULL,NULL,GENERAL OPERATING RULES,NULL,6821U,0,0,LYCOMI,O&VO-360 SER ,NULL,1,PRIVATE PILOT,310,160,NULL,NULL
20110314004429I,14-MAR-11,PORTLAND,OR,PORTLAND INTL,INCIDENT,MINOR,TAXI,PIPER,PA-31,PA-31-350,AMERIFLIGHT LLC,NULL,AIR TAXI/COMMUTER,NULL,777MP,0,0,LYCOMI,TI0-540 SER  ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2151,122,NULL,NULL
20110315003049I,15-MAR-11,CONROE,TX,LONE STAR EXECUTIVE,INCIDENT,MINOR,LANDING: APPROACH,BEECH,BE-35,BE-35-V35B,NULL,NULL,GENERAL OPERATING RULES,NULL,35YR ,0,0,CONT M,IO 520 SERIES,NULL,1,COMMERCIAL PILOT,4250,4250,NULL,NULL
20110315003309I,15-MAR-11,OXFORD,CT,WATERBURY-OXFORD,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-177,CE-177-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,34458,0,0,LYCOMI,IO-360-A1B6D ,NULL,1,COMMERCIAL PILOT,18500,55,NULL,NULL
20110315003769I,15-MAR-11,FARGO,ND,HECTOR INTL,INCIDENT,NONE,GROUND-RAMP,EMBRAER,ERJ-145,LR,EXPRESSJET AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,19966,0,0,ALLISO,AE 3007A     ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20110315003779I,15-MAR-11,STOW,OH,KENT STATE UNIV,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-303,CE-303-T303,PICKARD CROP SERVICES,NULL,GENERAL OPERATING RULES,NULL,6VQ  ,0,0,CONT M,TSIO 520SER  ,NULL,2,COMMERCIAL PILOT,2350,118,NULL,NULL
20110315004139I,15-MAR-11,OCEAN CITY,MD,OCEAN CITY MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,NULL,5290V,0,0,LYCOMI,IO-360-L2A   ,NULL,1,STUDENT,36,36,NULL,NULL
20110316003639I,16-MAR-11,NULL,CA,NULL,INCIDENT,SUBSTANTIAL,CRUISE-LEVEL FLIGHT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NONE ,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
20110316004889I,16-MAR-11,LYONS,KS,LYONS-RICE COUNTY MUNI,INCIDENT,NONE,LANDING: APPROACH,BEECH,BE-58,BE-58-P,NULL,NULL,GENERAL OPERATING RULES,NULL,6401H,0,0,CONT M,TSIO-520 SER ,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2350,100,NULL,NULL
20110316005539I,16-MAR-11,CHINO,CA,CHINO,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,414PM,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,3700,7,NULL,NULL
20110316008779I,16-MAR-11,TALKEETNA,AK,NULL,INCIDENT,MINOR,LANDING: ROLLOUT,DE HAVILLAND-BOMBARDIER,DHC-3,NULL,"BARBER, JACK B",NULL,AIR TAXI/COMMUTER,NULL,3125N,0,0,HONEYW,TPE331-SER   ,12JR70,NULL,COMMERCIAL PILOT,6500,80,NULL,NULL
20110317004609I,17-MAR-11,RENTON,WA,RENTON MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-177,CE-177-RG,PRO-FLIGHT AVIATION,NULL,GENERAL OPERATING RULES,NULL,51386,0,0,LYCOMI,IO-360-A1B6D ,NULL,1,COMMERCIAL PILOT,440,1,NULL,NULL
20110317005549I,17-MAR-11,RIALTO,CA,RIALTO MUNI /MIRO FLD/,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-32,PA-32-R301T,NULL,NULL,GENERAL OPERATING RULES,NULL,4383M,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,NULL,NULL,NULL,NULL
20110317005909I,17-MAR-11,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,DE HAVILLAND-BOMBARDIER,DASH 8,NULL,COLGAN AIR,NULL,AIR CARRIER/COMMERCIAL,NULL,339NG,0,0,P&W CA,PW150A       ,FA0737,NULL,AIRLINE TRANSPORT,5200,1600,NULL,NULL
20110318004449I,18-MAR-11,KESSEL,WV,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,EMBRAER,170,200,REPUBLIC AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,104HQ,0,1,GE    ,CF34-8E5     ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20110318004569I,18-MAR-11,PENHOOK,VA,SMITH MOUNTAIN LAKE,INCIDENT,MINOR,LANDING: TOUCHDOWN,LAKE,LA-4,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,310JL,0,0,LYCOMI,I0360 SER A&C,NULL,NULL,PRIVATE PILOT,3000,2500,NULL,NULL
20110318004759I,18-MAR-11,AUBURN,AL,AUBURN UNIVERSITY RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,BEECH,BE-76,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,1AU  ,0,0,LYCOMI,O&VO-360 SER ,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1258,96,NULL,NULL
20110318005379I,18-MAR-11,NORTH CANTON,OH,AKRON-CANTON RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,EMBRAER,ERJ-145,XR,EXPRESSJET AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,11187,0,0,ROLLS-,AE3007 SER   ,NULL,NULL,AIRLINE TRANSPORT,NULL,3829,NULL,NULL
20110318013489I,18-MAR-11,WASILLA,AK,GOOSE BAY,INCIDENT,MINOR,TAKEOFF: ROTATION,BLANCA,BL-7,BL-7-ECA,NULL,NULL,GENERAL OPERATING RULES,NULL,5169X,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,18000,2500,NULL,NULL
20110319003709I,19-MAR-11,SAN JUAN,PR,LUIS MUNOZ MARIN INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-402,CE-402-C,HYANNIS AIR SERVICE INC,NULL,AIR TAXI/COMMUTER,NULL,769EA,0,0,CONT M,TSIO-520 SER ,NULL,2,NULL,0,0,NULL,NULL
20110319004799I,19-MAR-11,STEVENS POINT,WI,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-172,CE-172-H,NULL,NULL,GENERAL OPERATING RULES,NULL,3869R,0,0,CONT M,0-300 SER    ,D     ,1,PRIVATE PILOT,165,160,NULL,NULL
20110319005169I,19-MAR-11,WAYNESBORO,MS,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,BEECH,BE-35,BE-35-S35,NULL,NULL,GENERAL OPERATING RULES,NULL,5675K,0,0,CONT M,IO 520 SERIES,NULL,1,PRIVATE PILOT,2300,1300,NULL,NULL
20110320004299I,20-MAR-11,TETERBORO,NJ,TETERBORO,INCIDENT,MINOR,LANDING: TOUCHDOWN,ISRAEL AIRCRAFT INDUSTRIES,GULFSTREAM G200,NULL,GENERAL AVIATION FLYING SERVICE INC,NULL,AIR TAXI/COMMUTER,NULL,311MK,0,0,P&W CA,PW306A       ,NULL,NULL,AIRLINE TRANSPORT,8792,695,NULL,NULL
20110321004289I,21-MAR-11,SARASOTA,FL,SARASOTA/BRADENTON INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,REMOS,G-3,600,NULL,NULL,GENERAL OPERATING RULES,NULL,133LS,0,0,ROTAX ,912ULS       ,NULL,NULL,STUDENT,25,25,NULL,NULL
20110321005259I,21-MAR-11,BULL HEAD CITY,NV,SUN VALLEY,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-M,NULL,NULL,GENERAL OPERATING RULES,NULL,9143H,0,0,LYCOMI,0-320 SERIES ,NULL,1,STUDENT,83,30,NULL,NULL
20110321006489I,21-MAR-11,CARLSBAD,CA,MC CLELLAN-PALOMAR,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28,PA-28-180,NULL,NULL,GENERAL OPERATING RULES,NULL,2140T,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,STUDENT,50,50,NULL,NULL
20110322005159I,22-MAR-11,LONG BEACH,CA,LONG BEACH /DAUGHERTY FIELD/,INCIDENT,MINOR,LANDING: APPROACH,ISRAEL AIRCRAFT INDUSTRIES,GULFSTREAM G200,NULL,BAR B LLC,NULL,GENERAL OPERATING RULES,NULL,928ST,0,0,HONEYW,TFE731-40AR  ,NULL,NULL,AIRLINE TRANSPORT,5220,1210,NULL,NULL
20110322005269I,22-MAR-11,MERCED,CA,MERCED RGNL//MACREADY FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,GULSTM,GA-114,GA-114-A,NULL,NULL,GENERAL OPERATING RULES,NULL,5900N,0,0,LYCOMI,TI0-540 SER  ,NULL,NULL,COMMERCIAL PILOT,2990,1330,NULL,NULL
20110322005699I,22-MAR-11,RAPID CITY,SD,RAPID CITY RGNL,INCIDENT,NONE,LANDING: APPROACH,ATR,ATR 42,300,EMPIRE AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,901FX,0,0,P&W CA,PW121        ,NULL,NULL,COMMERCIAL PILOT,1648,1613,NULL,NULL
20110322008059I,22-MAR-11,KANSAS CITY,KS,CHARLES B. WHEELER DOWNTOWN,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,PIAGIO,P-180,NULL,AVANTAIR INC,NULL,AIR TAXI/COMMUTER,NULL,175SL,0,0,P&W CA,PT6A-66B     ,NULL,2,COMMERCIAL PILOT,5000,2770,NULL,NULL
20110323005689I,23-MAR-11,NORTH LITTLE ROCK,AR,NORTH LITTLE ROCK MUNI,INCIDENT,SUBSTANTIAL,LANDING: TOUCHDOWN,BEECH,BE-36,BE-36-A36,NULL,NULL,GENERAL OPERATING RULES,NULL,17764,0,0,CONT M,IO 520 SERIES,NULL,1,NULL,NULL,NULL,NULL,NULL
20110323010059I,23-MAR-11,MOBILE,AL,MOBILE RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-32,PA-32-301FT,NULL,NULL,GENERAL OPERATING RULES,NULL,53672,0,0,NULL,NULL,NULL,NULL,COMMERCIAL PILOT,230,12,NULL,NULL
20110324003819I,24-MAR-11,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,NONE,TAXI,EMBRAER,ERJ-145,LR,EXPRESSJET AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,29917,0,0,ALLISO,AE 3007A     ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20110324005769I,24-MAR-11,LA BELLE,FL,LA BELLE MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,5035W,0,0,LYCOMI,0-320 SERIES ,0-320-,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,6125,150,NULL,NULL
20110324011999I,24-MAR-11,LYNCHBURG,VA,FALWELL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CIRRUS,CIRRUS-SR,CIRRUS-SR-20,NULL,NULL,GENERAL OPERATING RULES,NULL,3ZL  ,0,0,CONT M,IO-360 SER   ,NULL,1,PRIVATE PILOT,271,112,NULL,NULL
20110325010309I,25-MAR-11,CHARLESTON,SC,CHARLESTON AFB/INTL,INCIDENT,MINOR,TAXI,LANCAIR,LC-41,LC-41-550FG,NULL,NULL,GENERAL OPERATING RULES,NULL,400BA,0,0,CONT M,TSIO-550-C   ,NULL,NULL,PRIVATE PILOT,453,125,NULL,NULL
20110325012639I,25-MAR-11,WILLIAMSTOWN,NJ,CROSS KEYS,INCIDENT,NONE,DESCENT,BEECH,BE-90,BE-90-C90,FREEFALL ADVENTURES INC,NULL,PARACHUTE JUMPING,NULL,660GW,1,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20110325022939I,25-MAR-11,STOCKTON,CA,WALLOM FIELD,INCIDENT,MINOR,TAKEOFF: DEPARTURE,BEECH,BE-300,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,888AS,0,0,P&W   ,PT6A SER     ,NULL,NULL,COMMERCIAL PILOT,NULL,NULL,NULL,NULL
20110326005119I,26-MAR-11,SAN ANGELO,TX,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,RANS,S-12,S-12-XL,NULL,NULL,GENERAL OPERATING RULES,NULL,324J ,0,0,HIRTH ,2706         ,N/A   ,NULL,PRIVATE PILOT,NULL,45,NULL,NULL
20110326005999I,26-MAR-11,NULL,UT,NULL,INCIDENT,MINOR,LANDING: TOUCHDOWN,WAGAERO,CUBY,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,65WA ,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,PRIVATE PILOT,408,90,NULL,NULL
20110327004349I,27-MAR-11,SAINT PETERSBURG,FL,ALBERT WHITTED,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,NAMER,NA-N260,NA-N260-T28B,NULL,NULL,GENERAL OPERATING RULES,NULL,209WW,0,0,WRIGHT,R-1820 SER   ,UNKNOW,NULL,PRIVATE PILOT,2000,90,NULL,NULL
20110327004539I,27-MAR-11,LAKELAND,FL,LAKELAND LINDER RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-R,NULL,NULL,GENERAL OPERATING RULES,NULL,426WU,0,0,CONT M,IO-550 SERIES,NULL,1,COMMERCIAL PILOT,2200,750,NULL,NULL
20110327005439I,27-MAR-11,JANESVILLE,WI,SOUTHERN WISCONSIN RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,MOONEY,M-20,M-20-C,NULL,NULL,GENERAL OPERATING RULES,NULL,5903Q,0,0,LYCOMI,O&VO-360 SER ,NULL,1,COMMERCIAL PILOT,2172,27,NULL,NULL
20110328003829I,28-MAR-11,BANGOR,ME,BANGOR INTL,INCIDENT,NONE,LANDING: APPROACH,CESSNA,CE-421,CE-421-C,FRESH AIR LLC,NULL,AIR TAXI/COMMUTER,NULL,421RX,0,0,CONT M,GTSI0-520-L  ,N/A   ,2,COMMERCIAL PILOT,1630,1594,NULL,NULL
20110328004469I,28-MAR-11,SAN JUAN,PR,FERNANDO LUIS RIBAS DOMINICCI,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,ISRAEL AIRCRAFT INDUSTRIES,ASTRA,1125,NULL,NULL,GENERAL OPERATING RULES,NULL,43MH ,0,0,GARRET,TFE 731 SER  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20110328007789I,28-MAR-11,CHINO VALLEY,AZ,ERNEST A. LOVE FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,GLASAIR,GLASAIR SUPER II,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,270MD,0,0,LYCOMI,I0360 SER    ,NULL,NULL,PRIVATE PILOT,1525,790,NULL,NULL
20110329004699I,29-MAR-11,LAKELAND,FL,LAKELAND LINDER RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,190KT,0,0,LYCOMI,IO-540-C1B5  ,NULL,NULL,PRIVATE PILOT,3600,50,NULL,NULL
20110329007649I,29-MAR-11,SAINT JOSEPH,TN,NULL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-206,CE-206-U206F,NULL,NULL,GENERAL OPERATING RULES,NULL,75DK ,0,0,CONT M,IO 520       ,F     ,1,PRIVATE PILOT,216,198,NULL,NULL
20110330004559I,30-MAR-11,CARBONDALE,IL,SOUTHERN ILLINOIS,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-182,CE-182-R,BOARD OF TRUSTEES OF SOUTHERN ILLIN,NULL,PILOT SCHOOLS,NULL,58FR ,0,0,LYCOMI,0-540 SERIES ,NULL,1,PRIVATE PILOT,236,4,NULL,NULL
20110330005419I,30-MAR-11,PINCONNING,MI,GROSS,INCIDENT,SUBSTANTIAL,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,447JW,0,0,ROTAX ,447          ,NULL,NULL,STUDENT,35,15,NULL,NULL
20110330007019I,30-MAR-11,VACAVILLE,CA,NUT TREE,INCIDENT,NONE,LANDING: ROLLOUT,RAYTHEON,RA-390,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,1SH  ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,16291,974,NULL,NULL
20110330010559I,30-MAR-11,DETROIT,MI,DETROIT METROPOLITAN WAYNE COUNTY,INCIDENT,MINOR,UNKNOWN,CANADAIR-BOMBARDIER,CHALLENGER,600,PINNACLE AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,8505Q,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,4151,4151,NULL,NULL
20110331005039I,31-MAR-11,MIDLOTHIAN,TX,MID-WAY RGNL,INCIDENT,MINOR,TAKEOFF: ROTATION,BEECH,BE-58,BE-58-P,NULL,NULL,GENERAL OPERATING RULES,NULL,6752X,0,0,CONT M,TSIO-520 SER ,NULL,2,COMMERCIAL PILOT,7000,750,NULL,NULL
20110331005529I,31-MAR-11,PERRIS,CA,NULL,INCIDENT,NONE,UNKNOWN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NONE ,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20110331005729I,31-MAR-11,SAN ANTONIO,TX,STINSON MUNI,INCIDENT,MINOR,DESCENT,ROBSIN,R-44,NULL,HELICOPTER EXPERTS INC,NULL,PILOT SCHOOLS,NULL,299HE,0,0,LYCOMI,0-540 SERIES ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,11922,3500,NULL,NULL
20110331006899I,31-MAR-11,MARINA,CA,MARINA MUNI,INCIDENT,MINOR,TAKEOFF: DEPARTURE,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,NULL,1438H,0,0,LYCOMI,IO-360-L2A   ,NULL,1,STUDENT,45,45,NULL,NULL
20110401005401I,01-APR-11,LAKELAND,FL,LAKELAND LINDER RGNL,INCIDENT,SUBSTANTIAL,TAXI,BEARHAWK,BEARHAWK,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,844EE,0,0,CONT M,O-470-M      ,NULL,NULL,PRIVATE PILOT,360,NULL,NULL,NULL
20110401006049I,01-APR-11,DAYTON,OH,JAMES M COX DAYTON INTL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,BOEING,737,800,AMERICAN AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,913AN,0,4,CFM IN,CFM56 SERIES ,NULL,NULL,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
20110402004579I,02-APR-11,INDIANAPOLIS,IN,INDIANAPOLIS INTL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,PIPER,PA-28,PA-28-181,NULL,NULL,GENERAL OPERATING RULES,NULL,284HP,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20110402005129I,02-APR-11,WISNER,LA,TURKEY CREEK LAKE,INCIDENT,MINOR,TAKEOFF: ROTATION,GRUMAN,G-164,G-164-A,HUTTOS FLYING SERVICE LLC,NULL,AGRICULTURAL,NULL,8374 ,0,0,P&W   ,R1340        ,AN-1  ,NULL,NULL,NULL,NULL,NULL,NULL
20110402005289I,02-APR-11,DEER VALLEY,AZ,PHOENIX DEER VALLEY,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28,PA-28-181,FLIGHT QUEST AVIATION INC,NULL,PILOT SCHOOLS,NULL,428PA,0,0,LYCOMI,O&VO-360 SER ,0-360-,NULL,STUDENT,NULL,38,NULL,NULL
20110402005929I,02-APR-11,DENVER,CO,DENVER INTL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,EMBRAER,170,100S,REPUBLIC AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,870RW,0,0,GENERA,CF34-8E5     ,NULL,NULL,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
20110402006609I,02-APR-11,CONCORD,NC,CONCORD RGNL,INCIDENT,MINOR,LANDING: APPROACH,PIPER,PA-28,PA-28-180,NULL,NULL,GENERAL OPERATING RULES,NULL,3663R,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,COMMERCIAL PILOT,327,40,NULL,NULL
20110402006949I,02-APR-11,PARKDALE,OR,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,SCWZER,SGS-2,SGS-2-32,NULL,NULL,GENERAL OPERATING RULES,NULL,1822T,0,0,NONE  ,NONE         ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,NULL,1000,NULL,NULL
20110403011519I,03-APR-11,DUBUQUE,IA,DUBUQUE RGNL,INCIDENT,SUBSTANTIAL,GROUND-RAMP,EMBRAER,ERJ-135,KL,CHAUTAUQUA AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,377SK,0,0,ROLLS-,AE 3007A1P   ,NULL,NULL,AIRLINE TRANSPORT,6779,5335,NULL,NULL
20110404004769I,04-APR-11,ROCKAWAY BEACH,NY,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,PIPER,PA-28,PA-28-161,EAST COAST AERO CLUB,NULL,GENERAL OPERATING RULES,NULL,132ND,0,0,LYCOMI,0-320 SERIES ,D3G   ,NULL,PRIVATE PILOT,241,NULL,NULL,NULL
20110404006619I,04-APR-11,BURLINGTON,NC,BURLINGTON-ALAMANCE RGNL,INCIDENT,SUBSTANTIAL,LANDING: TOUCHDOWN,BEECH,BE-90,BE-90-C90,CHARLIE SIERRA LLC,NULL,GENERAL OPERATING RULES,NULL,531CS,0,0,U/A CA,PT6A-27-28   ,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,28984,360,NULL,NULL
20110404006689I,04-APR-11,OCEANSIDE,CA,OCEANSIDE MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,SONEX,SONEX,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,50069,0,0,JABIRU,3300         ,NULL,1,PRIVATE PILOT,1600,25,NULL,NULL
20110404007079I,04-APR-11,EL MONTE,CA,EL MONTE,INCIDENT,SUBSTANTIAL,GROUND-RAMP,CESSNA,CE-182,CE-182-Q,NULL,NULL,GENERAL OPERATING RULES,NULL,735QT,0,0,CONT M,O-470 SERIES ,NULL,1,PRIVATE PILOT,1618,890,NULL,NULL
20110404028369I,04-APR-11,NEW ORLEANS,LA,LOUIS ARMSTRONG NEW ORLEANS INTL,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,AIRBUS,A320,230,UNITED AIR LINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,409UA,0,0,IAE   ,V2500SERIES  ,NULL,NULL,COMMERCIAL PILOT,15000,1487,NULL,NULL
20110405004629I,05-APR-11,ADDY,WA,NULL,INCIDENT,MINOR,LANDING: TOUCHDOWN,RANS,S-6,S-6-S,NULL,NULL,GENERAL OPERATING RULES,NULL,12YD ,0,0,ROTAX ,SEE BOMBADIER,NULL,NULL,NULL,100,30,NULL,NULL
20110405006189I,05-APR-11,BLUE ASH,OH,CINCINNATI-BLUE ASH,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,55460,0,0,NULL,NULL,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1950,100,NULL,NULL
