aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20120416006259I,16-APR-12,SALINAS,CA,SALINAS MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-35,BE-35-B33,NULL,NULL,GENERAL OPERATING RULES,NULL,1758G,0,0,CONT M,I0-470 SERIES,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20120416007469I,16-APR-12,CLERMONT,FL,NULL,INCIDENT,NONE,LANDING: TOUCHDOWN,ULTRAMAGIC,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,990BR,0,1,NONE  ,NONE         ,N/A   ,NULL,COMMERCIAL PILOT,1600,50,NULL,NULL
20120417005339I,17-APR-12,MIAMI,FL,KENDALL-TAMIAMI EXECUTIVE,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-152,NULL,DEAN INTERNATIONAL CHARTERS LLC,NULL,GENERAL OPERATING RULES,NULL,69207,0,0,LYCOMI,0-235 SERIES ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,427,400,NULL,NULL
20120417005459I,17-APR-12,MERRITT ISLAND,FL,MERRITT ISLAND,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-44,PA-44-180,SPACE COAST AVIATION,NULL,GENERAL OPERATING RULES,NULL,740FT,0,0,LYCOMI,O-360 SERIES ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20120417005699I,17-APR-12,WARRENSBURG,MO,SKYHAVEN,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,FLEET,FLEET-8,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,70CJ ,0,0,KINNER,B5 SERIES    ,N/A   ,NULL,PRIVATE PILOT,2593,284,NULL,NULL
20120417006029I,17-APR-12,PENDLETON,OR,EASTERN OREGON RGNL AT PENDLETON,INCIDENT,MINOR,LANDING: TOUCHDOWN,ENSTRM,ENSTRM-F28,ENSTRM-F28-F,"HAGGLUND, CARL D",NULL,AGRICULTURAL,NULL,171HH,0,0,LYCOMI,HIO-360 SER  ,UNKNOW,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,20000,1049,NULL,NULL
20120417007029I,17-APR-12,SPOKANE,WA,SPOKANE INTL,INCIDENT,NONE,TAKEOFF: CLIMB OUT,MCDONNELL,NULL,NULL,DELTA AIR LINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,902DA,0,0,IAE   ,V2500SERIES  ,NULL,NULL,AIRLINE TRANSPORT,14568,190,NULL,NULL
20120417007259I,17-APR-12,QUINCY,FL,QUINCY MUNI,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,CESSNA,CE-182,CE-182-P,NULL,NULL,GENERAL OPERATING RULES,NULL,7313Q,0,0,CONT M,O-470 SERIES ,NULL,1,PRIVATE PILOT,55,55,NULL,NULL
20120417007739I,17-APR-12,AUSTIN,TX,AUSTIN-BERGSTROM INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-177,CE-177-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,2031Q,0,0,LYCOMI,IO-360-A1B6D ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1242,18,NULL,NULL
20120417010929I,17-APR-12,CHINO,CA,CHINO,INCIDENT,NONE,TAKEOFF: CLIMB OUT,CESSNA,CE-172,CE-172-M,NULL,NULL,GENERAL OPERATING RULES,NULL,502TM,0,0,LYCOMI,0-320 SERIES ,NULL,1,NULL,NULL,NULL,NULL,NULL
20120418007409I,18-APR-12,RAMONA,CA,RAMONA,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,77EU ,0,0,AMA/EX,UNKNOWN ENG  ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,6200,400,NULL,NULL
20120418008359I,18-APR-12,CHESTERFIELD,MO,SPIRIT OF ST LOUIS,INCIDENT,MINOR,TAKEOFF: DEPARTURE,PIPER,PA-44,PA-44-180,NULL,NULL,GENERAL OPERATING RULES,NULL,8360K,0,0,LYCOMI,O&VO         ,360 SE,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1750,9,NULL,NULL
20120419007079I,19-APR-12,GALESBURG,IL,GALESBURG MUNI,INCIDENT,MINOR,LANDING: APPROACH,QUAD CITY,CHALLENGER II,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,5098K,0,0,ROTAX ,582DCDI      ,NULL,NULL,COMMERCIAL PILOT,886,8,NULL,NULL
20120419007339I,19-APR-12,GRAND FORKS,ND,GRAND FORKS INTL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,PIPER,PA-44,PA-44-180,UNIVERSITY OF NORTH DAKOTA,NULL,PILOT SCHOOLS,NULL,586ND,0,0,LYCOMI,O-360-A1H6   ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20120419009169I,19-APR-12,ADDISON,TX,ADDISON,INCIDENT,NONE,DESCENT,CESSNA,CITATIONJET (C525),B,NULL,NULL,GENERAL OPERATING RULES,NULL,541WG,0,0,WILLIA,FJ44-3A      ,NULL,2,NULL,NULL,NULL,NULL,NULL
20120419015089I,19-APR-12,WAYNESBURG,PA,GREENE COUNTY,INCIDENT,NONE,LANDING: TOUCHDOWN,PIPER,PA-J3C,PA-J3C-65,NULL,NULL,GENERAL OPERATING RULES,NULL,98602,0,0,CONT M,A&C65 SERIES ,NULL,NULL,STUDENT,73,59,NULL,NULL
20120420005449I,20-APR-12,WINCHESTER,TN,WINCHESTER MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-36,BE-36-A36,NULL,NULL,GENERAL OPERATING RULES,NULL,5981B,0,0,CONT M,IO 520 SERIES,NULL,1,AIRLINE TRANSPORT,24000,30,NULL,NULL
20120420006339I,20-APR-12,GREAT BEND,KS,GREAT BEND MUNI,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-421,CE-421-B,NULL,NULL,GENERAL OPERATING RULES,NULL,70PD ,0,0,CONT M,GTSIO-520-C  ,520   ,2,COMMERCIAL PILOT,7250,200,NULL,NULL
20120420007669I,20-APR-12,NASHVILLE,TN,CORNELIA FORT AIRPARK,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-18,BE-18-G18S,NULL,NULL,GENERAL OPERATING RULES,NULL,6B   ,0,0,P&W   ,R-985 SERIES ,NULL,2,PRIVATE PILOT,12000,1300,NULL,NULL
20120420012581I,20-APR-12,LOS ANGELES,CA,LOS ANGELES INTL,INCIDENT,MINOR,GROUND-RAMP,EMBRAER,EMB-120 BRASILIA,ER,SKYWEST AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,567SW,0,0,P&W CA,PW118        ,NULL,NULL,AIRLINE TRANSPORT,6173,4529,NULL,NULL
20120421005589I,21-APR-12,WILMINGTON,NC,WILMINGTON INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28,PA-28-140,NULL,NULL,GENERAL OPERATING RULES,NULL,9980W,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,STUDENT,38,38,NULL,NULL
20120421005709I,21-APR-12,GRAND ISLAND,NE,CENTRAL NEBRASKA RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-182,CE-182-P,NULL,NULL,GENERAL OPERATING RULES,NULL,84466,0,0,CONT M,O-470 SERIES ,UNKNOW,1,PRIVATE PILOT,400,80,NULL,NULL
20120421006289I,21-APR-12,LAS VEGAS,NV,MC CARRAN INTL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,BOEING,737,700,SOUTHWEST AIRLINES CO,NULL,AIR CARRIER/COMMERCIAL,NULL,734SA,0,0,CFM IN,CFM56 SERIES ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20120421006779I,21-APR-12,WAUSAU,WI,WAUSAU DOWNTOWN,INCIDENT,MINOR,LANDING: APPROACH,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,6184 ,0,0,ROTEC ,R-2800       ,NULL,NULL,PRIVATE PILOT,1500,16,NULL,NULL
20120421006789I,21-APR-12,SCHAUMBURG,IL,SCHAUMBURG RGNL,INCIDENT,MINOR,OTHER-SPECIFY,HUGHES,HU-269,HU-269-C,NULL,NULL,GENERAL OPERATING RULES,NULL,34LB ,0,0,LYCOMI,HIO-360-D1A  ,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,27897,19,NULL,NULL
20120421006839I,21-APR-12,EMMETT,ID,EMMETT MUNI,INCIDENT,MINOR,TAXI,CESSNA,CE-182,CE-182-Q,NULL,NULL,GENERAL OPERATING RULES,NULL,24VV ,0,0,CONT M,O-470 SERIES ,NULL,1,PRIVATE PILOT,800,600,NULL,NULL
20120421008669I,21-APR-12,TAMPA,FL,TAMPA INTL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,AIRBUS,A320,230,UNITED AIR LINES INC - CONTINENTAL AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,418UA,0,0,IAE   ,V2500SERIES  ,NULL,NULL,AIRLINE TRANSPORT,8430,714,NULL,NULL
20120423006229I,23-APR-12,SCOTTSDALE,AZ,SCOTTSDALE,INCIDENT,NONE,MANEUVER,BEECH,BE-76,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,20107,0,0,LYCOMI,O&VO-360 SER ,NULL,2,NULL,NULL,NULL,NULL,NULL
20120423009249I,23-APR-12,GRAND ISLE,LA,NULL,INCIDENT,MINOR,HOVER-HOLDING,BELL,BHT-206,BHT-206-L3,PHI INC,NULL,AIR TAXI/COMMUTER,NULL,207PH,0,0,ALLISO,250-C30 SER  ,NULL,NULL,AIRLINE TRANSPORT,7478,2637,NULL,NULL
20120424006619I,24-APR-12,GEORGETOWN,TX,GEORGETOWN MUNI,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,CIRRUS,CIRRUS-SR,CIRRUS-SR-20,NULL,NULL,GENERAL OPERATING RULES,NULL,5959A,0,0,CONT M,IO-360 SER   ,ES    ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20120424006799I,24-APR-12,HOLLYWOOD,FL,NORTH PERRY,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-34,PA-34-200T,NS AVIATION,NULL,PILOT SCHOOLS,NULL,707BT,0,0,CONT M,TSIO-360 SER ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2700,35,NULL,NULL
20120424008689I,24-APR-12,WEST CHICAGO,IL,DUPAGE,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-172,CE-172-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,5237R,0,0,LYCOMI,O&VO-360 SER ,NULL,1,NULL,NULL,NULL,NULL,NULL
20120424009259I,24-APR-12,WICHITA,KS,WICHITA MID-CONTINENT,INCIDENT,NONE,UNKNOWN,CESSNA,CE-421,CE-421-C,NULL,NULL,GENERAL OPERATING RULES,NULL,82JM ,0,0,TCM   ,GTSIO-520-L  ,UNKNOW,2,AIRLINE TRANSPORT,11300,NULL,NULL,NULL
20120424009379I,24-APR-12,VENICE,FL,VENICE MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-210,CE-210-N,NULL,NULL,GENERAL OPERATING RULES,NULL,5369A,0,0,CONT M,IO 520 SERIES,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,16000,1200,NULL,NULL
20120425005719I,25-APR-12,FORT PIERCE,FL,ST LUCIE COUNTY INTL,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-310,CE-310-R,NULL,NULL,GENERAL OPERATING RULES,NULL,2MB  ,0,0,CONT M,IO 520 SERIES,NULL,2,COMMERCIAL PILOT,4570,1500,NULL,NULL
20120425006629I,25-APR-12,KAPOLEI,HI,KALAELOA (JOHN RODGERS FIELD),INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,LIBERTY,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,861XL,0,0,CONT M,IOF-240-B    ,NULL,NULL,PRIVATE PILOT,60,4,NULL,NULL
20120425007189I,25-APR-12,VENICE,FL,VENICE MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,PARKS,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,79DJ ,0,0,AMA/EX,UNKNOWN ENG  ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,15300,120,NULL,NULL
20120425009389I,25-APR-12,PORTERVILLE,CA,PORTERVILLE MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-J,NULL,NULL,GENERAL OPERATING RULES,NULL,201UG,0,0,LYCOMI,I0360 SER    ,NULL,1,PRIVATE PILOT,360,100,NULL,NULL
20120426005919I,26-APR-12,FARMINGTON,NM,FOUR CORNERS RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-210,CE-210-T210L,NULL,NULL,GENERAL OPERATING RULES,NULL,732DM,0,0,CONT M,TSIO-520 SER ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4100,839,NULL,NULL
20120426006659I,26-APR-12,EL PASO,TX,EL PASO INTL,INCIDENT,MINOR,GROUND-RAMP,CANADAIR-BOMBARDIER,CHALLENGER,600,SKYWEST AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,962SW,0,0,GE    ,CF34 SERIES  ,NULL,NULL,AIRLINE TRANSPORT,11984,7926,NULL,NULL
20120426007159I,26-APR-12,NULL,AK,LAKE HOOD STRIP,INCIDENT,MINOR,TAKEOFF: DEPARTURE,AVIAT,AVIAT-A,AVIAT-A-1B,NULL,NULL,GENERAL OPERATING RULES,NULL,37HY ,0,0,LYCOMI,0-360-A1D    ,NULL,NULL,PRIVATE PILOT,355,47,NULL,NULL
20120426007779I,26-APR-12,GASSVILLE,AR,NULL,INCIDENT,MINOR,CLIMB,BUCKEYE,DREAM MACHINE,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,7592A,0,0,ROTAX ,582          ,NULL,NULL,NULL,300,250,NULL,NULL
20120426008639I,26-APR-12,FISHERS,IN,INDIANAPOLIS METROPOLITAN,INCIDENT,MINOR,OTHER-SPECIFY,CESSNA,CE-172,CE-172-RG,SKY-VU FLYERS,NULL,GENERAL OPERATING RULES,NULL,9421D,0,0,LYCOMI,O&VO-360 SER ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4000,670,NULL,NULL
20120427006859I,27-APR-12,OMAHA,NE,EPPLEY AIRFIELD,INCIDENT,NONE,DESCENT,CESSNA,CITATIONJET (C525),B,NULL,NULL,GENERAL OPERATING RULES,NULL,861HA,0,0,WILLIA,FJ44-3A      ,NULL,2,AIRLINE TRANSPORT,8000,87,NULL,NULL
20120427007629I,27-APR-12,NULL,AZ,GRAND CANYON BAR TEN AIRSTRIP,INCIDENT,MINOR,GROUND-RAMP,FAIRCHILD-DORNIER,228,200,VISION AIRLINES INC,NULL,AIR TAXI/COMMUTER,NULL,404VA,0,0,AIRESE,TPE331 SERIES,NULL,NULL,AIRLINE TRANSPORT,2720,1830,NULL,NULL
20120427008399I,27-APR-12,MAMMOTH LAKES,CA,MAMMOTH YOSEMITE,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-340,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,269WT,0,0,CONT M,TSIO-520 SER ,NULL,NULL,PRIVATE PILOT,1970,255,NULL,NULL
20120427010289I,27-APR-12,JONESVILLE,VA,LEE COUNTY,INCIDENT,MINOR,TAKEOFF: DEPARTURE,MOONEY,M-20,M-20-K,NULL,NULL,GENERAL OPERATING RULES,NULL,305LW,0,0,CONT M,TSIO-520 SER ,NULL,1,PRIVATE PILOT,1800,1700,NULL,NULL
20120428005729I,28-APR-12,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,BOEING,737,800,AMERICAN AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,926AN,0,0,CFM IN,CFM56 SERIES ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20120428006419I,28-APR-12,HARTFORD,CT,HARTFORD-BRAINARD,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,VANS,RV-6,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,356DS,0,0,LYCOMI,O-360-A1A    ,NULL,NULL,AIRLINE TRANSPORT,14500,150,NULL,NULL
20120428006899I,28-APR-12,DEFUNIAK SPRINGS,FL,DEFUNIAK SPRINGS,INCIDENT,MINOR,LANDING: TOUCHDOWN,GULSTM,GA-114,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,114JA,0,0,LYCOMI,IO-540 SER   ,RECIPR,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
20120428007229I,28-APR-12,TILLAMOOK,OR,TILLAMOOK,INCIDENT,NONE,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,PARACHUTE JUMPING,NULL,NONE ,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20120428007579I,28-APR-12,NOVATO,CA,GNOSS FIELD,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-182,CE-182-G,NULL,NULL,GENERAL OPERATING RULES,NULL,3282S,0,0,CONT M,O-470 SERIES ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1693,43,NULL,NULL
20120428008009I,28-APR-12,ELOY,AZ,ELOY MUNI,INCIDENT,NONE,OTHER-SPECIFY,NULL,NULL,NULL,NULL,NULL,PARACHUTE JUMPING,NULL,NONE ,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20120429007099I,29-APR-12,TECUMSEH,MI,NULL,INCIDENT,NONE,TAKEOFF: CLIMB OUT,BELL,BHT-430,NULL,PENTASTAR AVIATION CHARTER INC,NULL,AIR TAXI/COMMUTER,NULL,433UM,0,0,ALLISO,250 SERIES   ,NULL,2,COMMERCIAL PILOT,4400,675,NULL,NULL
20120429008219I,29-APR-12,TIGARD,OR,NULL,INCIDENT,NONE,TAXI,QUAD CITY,CHALLENGER II,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,9777N,0,1,BOMBAR,ROTAX (ALL)  ,NULL,NULL,STUDENT,NULL,NULL,NULL,NULL
20120429008299I,29-APR-12,WATKINS,CO,FRONT RANGE,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28RT,PA-28RT-201T,NULL,NULL,GENERAL OPERATING RULES,NULL,694AC,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,4406,2319,NULL,NULL
20120429009329I,29-APR-12,POMONA,CA,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,WACO,WACO-UPF,WACO-UPF-7,NULL,NULL,GENERAL OPERATING RULES,NULL,29962,0,0,CONT M,W670 SERIES  ,NULL,NULL,COMMERCIAL PILOT,2950,225,NULL,NULL
20120429026589I,29-APR-12,BEAVER FALLS,PA,BEAVER COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,440DH,0,0,LYCOMI,IO-360-A1A   ,NULL,NULL,PRIVATE PILOT,40,52,NULL,NULL
20120430007069I,30-APR-12,BROOKINGS,SD,BROOKINGS RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-28,PA-28-151,NULL,NULL,GENERAL OPERATING RULES,NULL,6141J,0,0,LYCOMI,O-320-D3G    ,NULL,NULL,STUDENT,27,27,NULL,NULL
20120430008089I,30-APR-12,AUBURN,AL,AUBURN UNIVERSITY RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,MOONEY,M-20,M-20-E,NULL,NULL,GENERAL OPERATING RULES,NULL,79357,0,0,LYCOMI,I0360 SER    ,NULL,1,COMMERCIAL PILOT,410,200,NULL,NULL
20120430008139I,30-APR-12,SARASOTA,FL,SARASOTA/BRADENTON INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-22,PA-22-160,NULL,NULL,GENERAL OPERATING RULES,NULL,8587D,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,PRIVATE PILOT,NULL,200,NULL,NULL
20120501007149I,01-MAY-12,ANCHORAGE,AK,LAKE HOOD STRIP,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,225PZ,0,0,AMA/EX,UNKNOWN ENG  ,NULL,NULL,PRIVATE PILOT,910,450,NULL,NULL
20120501009479I,01-MAY-12,ANCHORAGE,AK,HOMER,INCIDENT,MINOR,LANDING: TOUCHDOWN,BELL,BHT-407,NULL,MARITIME HELICOPTERS INC,NULL,AIR TAXI/COMMUTER,NULL,309MH,0,0,ROLLS-,250-C47B     ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,18233,972,NULL,NULL
20120502006669I,02-MAY-12,CAMARILLO,CA,CAMARILLO,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,100DK,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,29000,1,NULL,NULL
20120502008479I,02-MAY-12,MONTICELLO,GA,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,GLASAIR,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,4279K,0,0,LYCOMI,I0360 SER    ,NULL,NULL,PRIVATE PILOT,701,360,NULL,NULL
20120502008489I,02-MAY-12,SANTA ANA,CA,JOHN WAYNE AIRPORT-ORANGE COUNTY,INCIDENT,MINOR,GROUND-RAMP,BEECH,BE-58,BE-58-TC,NULL,NULL,GENERAL OPERATING RULES,NULL,2081L,0,0,CONT M,TSIO-520 SER ,N/A   ,2,COMMERCIAL PILOT,1450,275,NULL,NULL
20120502009209I,02-MAY-12,HONDO,TX,SOUTH TEXAS RGNL AT HONDO,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-34,PA-34-200,US AVIATION GROUP,NULL,PILOT SCHOOLS,NULL,5049T,0,0,LYCOMI,I0360 SER    ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1240,100,NULL,NULL
20120503006719I,03-MAY-12,NULL,NULL,MC CLELLAN AIRFIELD,INCIDENT,MINOR,LANDING: APPROACH,BEECH,BE-35,BE-35-S35,NULL,NULL,GENERAL OPERATING RULES,NULL,7947K,0,0,CONT M,IO 520 SERIES,NULL,1,PRIVATE PILOT,1555,1154,NULL,NULL
20120503007789I,03-MAY-12,HOBBS,NM,LEA COUNTY RGNL,INCIDENT,SUBSTANTIAL,LANDING: ROLLOUT,JABIRU,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,606J ,0,0,JABIRU,3300         ,A     ,NULL,COMMERCIAL PILOT,7000,18,NULL,NULL
20120503009229I,03-MAY-12,ADDISON,TX,NULL,INCIDENT,MINOR,TAXI,CIRRUS,CIRRUS-SR,CIRRUS-SR-22T,NULL,NULL,GENERAL OPERATING RULES,NULL,171TX,0,0,CONT M,TSIO-550 SER ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20120504007479I,04-MAY-12,KIMBALL,NE,KIMBALL MUNI/ROBERT E ARRAJ FIELD,INCIDENT,MINOR,TAKEOFF: ROTATION,MAULE,M-7,M-7-260C,NULL,NULL,GENERAL OPERATING RULES,NULL,347JM,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,5200,190,NULL,NULL
20120504007619I,04-MAY-12,LARAMIE,WY,LARAMIE RGNL,INCIDENT,SUBSTANTIAL,GROUND-RAMP,CESSNA,CE-310,CE-310-TR,NULL,NULL,GENERAL OPERATING RULES,NULL,94HC ,0,0,CONT M,TSIO-520 SER ,NULL,2,AIRLINE TRANSPORT,13100,6000,NULL,NULL
20120504009409I,04-MAY-12,HOMER,AK,KODIAK,INCIDENT,MINOR,GROUND-RAMP,BELL,BHT-206,BHT-206-L3,MARITIME HELICOPTERS INC,NULL,AIR TAXI/COMMUTER,NULL,307MH,0,0,ALLISO,250-C30 SER  ,NULL,NULL,PRIVATE PILOT,11531,11531,NULL,NULL
20120504012572I,04-MAY-12,JAMAICA,NY,JOHN F KENNEDY INTL,INCIDENT,MINOR,GROUND-RAMP,BOEING,767,300,DELTA AIR LINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,198DN,0,0,P&W   ,PW4000 SER   ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20120504019199I,04-MAY-12,DETROIT,MI,DETROIT METROPOLITAN WAYNE COUNTY,INCIDENT,MINOR,GROUND-RAMP,CANADAIR-BOMBARDIER,CHALLENGER,600,COMAIR INC,NULL,AIR CARRIER/COMMERCIAL,NULL,969CA,0,0,GE    ,CF34 SERIES  ,NULL,NULL,AIRLINE TRANSPORT,13300,8433,NULL,NULL
20120505007799I,05-MAY-12,HOUSTON,TX,PEARLAND RGNL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,PIPER,PA-25,PA-25-235,NIGHTHAWK AERIAL ADVERTISING,NULL,GENERAL OPERATING RULES,NULL,94MC ,0,0,LYCOMI,O-540-G1A5   ,N/A   ,NULL,COMMERCIAL PILOT,7835,2925,NULL,NULL
20120505008129I,05-MAY-12,DALLAS,TX,DALLAS EXECUTIVE,INCIDENT,MINOR,LANDING: ROLLOUT,BEECH,BE-35,BE-35-B35,NULL,NULL,GENERAL OPERATING RULES,NULL,8837A,0,0,CONT M,E185 SERIES  ,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,15029,NULL,NULL,NULL
20120505026149I,05-MAY-12,LOWELL,IN,NULL,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-28,PA-28-140,NULL,NULL,GENERAL OPERATING RULES,NULL,5795U,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,COMMERCIAL PILOT,260,107,NULL,NULL
20120505029119I,05-MAY-12,CRYSTAL RIVER,FL,CRYSTAL RIVER,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,5276U,0,0,LYCOMI,O&VO-360 SER ,NULL,1,PRIVATE PILOT,250,6,NULL,NULL
20120506006959I,06-MAY-12,OGDEN,UT,OGDEN-HINCKLEY,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-310,CE-310-R,NULL,NULL,GENERAL OPERATING RULES,NULL,98899,0,0,CONT M,IO 520 SERIES,NULL,2,PRIVATE PILOT,3160,1375,NULL,NULL
20120506007389I,06-MAY-12,WILLOW,AK,WILLOW,INCIDENT,NONE,LANDING: APPROACH,BLANCA,BL-7,BL-7-ECA,NULL,NULL,GENERAL OPERATING RULES,NULL,3017G,0,0,LYCOMI,0-235 SERIES ,NULL,1,STUDENT,119,119,NULL,NULL
20120506007599I,06-MAY-12,ONTARIO,CA,ONTARIO INTL,INCIDENT,NONE,LANDING: APPROACH,BEECH,BE-36,BE-36-A36,NULL,NULL,GENERAL OPERATING RULES,NULL,43KT ,0,0,CONT M,GTSIO-520 SER,NULL,1,PRIVATE PILOT,2300,950,NULL,NULL
